doi,journal,reason
10.1111/j.1741-3737.2006.00304.x,Journal of Marriage and Family,idconv HTTP 400
10.1089/lgbt.2018.0053,LGBT Health,idconv HTTP 400
10.2105/AJPH.2019.305002,American Journal of Public Health,idconv HTTP 400
10.1159/000500422,Obesity Facts,idconv HTTP 400
10.1016/j.chiabu.2019.01.005,Child Abuse & Neglect,idconv HTTP 400
10.1016/j.drugalcdep.2019.01.021,Drug and Alcohol Dependence,idconv HTTP 400
10.1016/j.jadohealth.2019.05.001,Journal of Adolescent Health,idconv HTTP 400
10.1111/acer.13968,Alcoholism: Clinical and Experimental Research,idconv HTTP 400
10.1007/s10995-018-02709-w,Maternal and Child Health Journal,idconv HTTP 400
10.1016/j.annepidem.2019.10.003,Annals of Epidemiology,idconv HTTP 400
10.1353/dem.2006.0026,Demography,idconv HTTP 400
10.1111/jmwh.12936,Journal of Midwifery & Women's Health,idconv HTTP 400
10.1080/10826084.2018.1495737,Substance Use & Misuse,idconv HTTP 400
10.1089/heq.2020.0033,Health Equity,idconv HTTP 400
10.1080/17421772.2019.1626020,Spatial Economic Analysis,idconv HTTP 400
10.1891/VV-D-19-00142,Violence Vict,idconv HTTP 400
10.1177/0886260520978178,Journal of Interpersonal Violence,idconv HTTP 400
10.3982/QE944,Quantitative Economics,idconv HTTP 400
10.1111/jora.12597,Journal of Research on Adolescence,idconv HTTP 400
10.1002/(SICI)1520-6807(199807)35:3<247::AID-PITS5>3.0.CO;2-K,Psychology in the Schools,idconv HTTP 400
10.1016/S0306-4603(00)00110-6,Addictive Behaviors,idconv HTTP 400
10.1207/s1532480xads1002_5,Applied Developmental Science,idconv HTTP 400
10.1177/0886260520976215,Journal of Interpersonal Violence,idconv HTTP 400
10.1016/j.ypmed.2020.106357,Prev Med,idconv HTTP 400
10.1111/sltb.12723,Suicide and Life-Threatening Behavior,idconv HTTP 400
10.1080/19371918.2020.1851842,Social Work in Public Health,idconv HTTP 400
10.1016/j.jfludis.2020.105820,Journal of Fluency Disorders,idconv HTTP 400
10.1371/journal.pone.0244018,PLOS ONE,idconv HTTP 400
10.1080/10826084.2020.1858107,Substance Use & Misuse,idconv HTTP 400
10.1177/1087054720972803,J Atten Disord,idconv HTTP 400
10.1038/s41539-020-0060-2,npj Science of Learning,idconv HTTP 400
10.1007/s10964-006-9050-9,Journal of Youth and Adolescence,idconv HTTP 400
10.1007/s10903-020-01130-2,J Immigr Minor Health,idconv HTTP 400
10.1080/15564886.2020.1850580,Victims & Offenders,idconv HTTP 400
10.1007/s11205-020-02558-7,Social Indicators Research,idconv HTTP 400
10.1016/j.ypmed.2020.106352,Preventive Medicine,idconv HTTP 400
10.1161/circ.142.suppl_3.14592,Circulation,idconv HTTP 400
10.3982/QE1386,Quantitative Economics,idconv HTTP 400
10.1002/hec.4183,Health Economics,idconv HTTP 400
10.1111/jmft.12382,Journal of Marital and Family Therapy,idconv HTTP 400
10.1037/spq0000373,Sch Psychol,idconv HTTP 400
10.1016/j.socscimed.2020.113482,Social Science & Medicine,idconv HTTP 400
10.1080/01639625.2020.1803024,Deviant Behavior,idconv HTTP 400
10.1002/ab.21934,Aggressive Behavior,idconv HTTP 400
10.1080/15564886.2020.1835765,Victims and Offenders,idconv HTTP 400
10.1177/0013164420969780,Educational and Psychological Measurement,idconv HTTP 400
10.1093/aje/kwaa245,American Journal of Epidemiology,idconv HTTP 400
10.1111/j.1931-2393.2006.tb00289.x,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1002/ajhb.23431,American Journal of Human Biology,idconv HTTP 400
10.1215/03616878-7367036,"Journal of Health Politics, Policy and Law",idconv HTTP 400
10.1007/s40615-020-00895-4,Journal of Racial and Ethnic Health Disparities,idconv HTTP 400
10.1080/02673843.2020.1828109,International Journal of Adolescence and Youth,idconv HTTP 400
10.1080/10511482.2020.1812690,Housing Policy Debate,idconv HTTP 400
10.1080/02732173.2020.1833266,Sociological Spectrum,idconv HTTP 400
"10.1016/j.acap.2018.06.005
10.1016/j.acap.2018.06.005. Epub 2018 Jun 21.",Acad Pediatr,idconv HTTP 400
10.1016/j.jand.2019.04.025,Journal of the Academy of Nutrition and Dietetics,idconv HTTP 400
10.1038/s41562-019-0562-1,Nature Human Behaviour,idconv HTTP 400
10.1177/2325967119868658,Orthopaedic Journal of Sports Medicine,idconv HTTP 400
10.1016/j.jadohealth.2005.02.004,Journal of Adolescent Health,idconv HTTP 400
10.1080/10826084.2019.1662812,Substance Use & Misuse,idconv HTTP 400
10.1080/14659891.2019.1683904,Journal of Substance Use,idconv HTTP 400
10.1007/s10826-019-01542-1,Journal of Child and Family Studies,idconv HTTP 400
10.1111/ssqu.12755,Social Science Quarterly,idconv HTTP 400
10.1002/jcop.22205,Journal of Community Psychology,idconv HTTP 400
10.1080/1478601X.2019.1627533,Criminal Justice Studies,idconv HTTP 400
10.1080/10826084.2019.1608247,Substance Use & Misuse,idconv HTTP 400
10.1016/S2542-5196(19)30191-3,The Lancet Planetary Health,idconv HTTP 400
10.1177/1359105319840693,Journal of Health Psychology,idconv HTTP 400
10.18865/ed.29.3.485,Ethnicity and Disease,idconv HTTP 400
10.1525/sp.2006.53.2.207,Social Problems,idconv HTTP 400
10.2427/13022,Epidemiology Biostatistics and Public Health,idconv HTTP 400
"10.1080/13811118.2017.1404517
10.1080/13811118.2017.1404517.",Archives of Suicide Research,idconv HTTP 400
10.1027/0227-5910/a000626,Crisis,idconv HTTP 400
"10.1111/sltb.12580
10.1111/sltb.12580.",Suicide Life Threat Behav,idconv HTTP 400
10.1002/eat.23132,International Journal of Eating Disorders,idconv HTTP 400
10.1016/j.jadohealth.2019.02.015,Journal of Adolescent Health,idconv HTTP 400
10.3386/w26491,National Bureau of Economic Research Working Paper Series,idconv HTTP 400
10.1016/j.pedhc.2018.11.006,Journal of Pediatric Health Care,idconv HTTP 400
10.1016/j.addbeh.2019.05.030,Addictive Behaviors,idconv HTTP 400
10.1007/s10826-006-9035-z,Journal of Child and Family Studies,idconv HTTP 400
10.1080/10826084.2019.1654513,Substance Use and Misuse,idconv HTTP 400
10.1177/0193945919848439,Western Journal of Nursing Research,idconv HTTP 400
10.1016/j.jadohealth.2019.05.018,Journal of Adolescent Health,idconv HTTP 400
10.1136/jech-2018-211594,Journal of Epidemiology and Community Health,idconv HTTP 400
10.1016/j.chiabu.2019.104171,Child Abuse & Neglect,idconv HTTP 400
10.1016/j.eatbeh.2019.01.004,Eating Behaviors,idconv HTTP 400
10.1016/j.puhe.2018.11.002,Public Health,idconv HTTP 400
10.3390/rel10030162,Religions,idconv HTTP 400
10.1080/13811118.2019.1615018,Archives of Suicide Research,idconv HTTP 400
10.1080/14659891.2019.1675789,Journal of Substance Use,idconv HTTP 400
10.1007/s10964-006-9028-7,Journal of Youth and Adolescence,idconv HTTP 400
10.1097/ede.0000000000001068,Epidemiology,idconv HTTP 400
10.1177/0886260516663897,Journal of Interpersonal Violence,idconv HTTP 400
10.1007/s12529-019-09825-z,International Journal of Behavioral Medicine,idconv HTTP 400
10.1007/s10566-019-09522-8,Child and Youth Care Forum,idconv HTTP 400
10.1111/jomf.12642,Journal of Marriage and Family,idconv HTTP 400
10.1177/0306624X19849568,International Journal of Offender Therapy and Comparative Criminology,idconv HTTP 400
10.1002/eat.23194,International Journal of Eating Disorders,idconv HTTP 400
10.1186/s12889-019-7655-7,BMC Public Health,idconv HTTP 400
10.1891/1052-3073.30.2.202,Journal of Financial Counseling and Planning,idconv HTTP 400
"10.1007/s10865-018-9952-5
10.1007/s10865-018-9952-5.",Journal of Behavioral Medicine,idconv HTTP 400
10.1017/S0033291719003039,Psychological Medicine,idconv HTTP 400
10.1038/s41372-020-00837-2,Journal of Perinatology,idconv HTTP 400
10.1177/0886260520966666,J Interpers Violence,idconv HTTP 400
10.1016/j.ssresearch.2020.102485,Social Science Research,idconv HTTP 400
10.1080/14659891.2020.1760369,Journal of Substance Use,idconv HTTP 400
10.1177/1077801219893475,Violence Against Women,idconv HTTP 400
10.1111/biom.13285,Biometrics,idconv HTTP 400
10.1080/07418825.2020.1740296,Justice Quarterly,idconv HTTP 400
10.1111/jomf.12656,Journal of Marriage and Family,idconv HTTP 400
10.1177/002204260603600304,Journal of Drug Issues,idconv HTTP 400
10.1017/s1368980020002050,Public Health Nutr,idconv HTTP 400
10.1016/j.ssresearch.2020.102426,Social Science Research,idconv HTTP 400
10.1111/ssqu.12867,Social Science Quarterly,idconv HTTP 400
10.1186/s13690-020-00435-w,Arch Public Health,idconv HTTP 400
10.1080/07448481.2020.1791881,Journal of American College Health,idconv HTTP 400
10.1016/j.annepidem.2020.02.002,Annals of Epidemiology,idconv HTTP 400
10.1017/s0954579420000875,Dev Psychopathol,idconv HTTP 400
10.1108/JFC-04-2020-0059,Journal of Financial Crime,idconv HTTP 400
10.1080/1478601X.2020.1753042,Criminal Justice Studies,idconv HTTP 400
10.1186/s12889-020-8197-8,BMC Public Health,idconv HTTP 400
10.1016/S1054-139X(01)00201-4,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.jadohealth.2007.11.135,Journal of Adolescent Health,idconv HTTP 400
10.1363/psrh.12129,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1016/j.adaj.2019.10.026,The Journal of the American Dental Association,idconv HTTP 400
10.1111/jssr.12653,Journal for the Scientific Study of Religion,idconv HTTP 400
10.1080/10926771.2020.1806975,"Journal of Aggression, Maltreatment and Trauma",idconv HTTP 400
10.1007/s12119-020-09780-y,Sexuality and Culture,idconv HTTP 400
10.1016/j.jadohealth.2020.08.020,J Adolesc Health,idconv HTTP 400
10.1016/j.jogn.2015.10.013,"Journal of Obstetric, Gynecologic & Neonatal Nursing",idconv HTTP 400
10.1542/peds.2005-1320,Pediatrics,idconv HTTP 400
10.1111/j.1552-6909.2008.00231.x,"Journal of Obstetric, Gynecologic, and Neonatal Nursing",idconv HTTP 400
"10.1016/j.jadohealth.2018.09.028
10.1016/j.jadohealth.2018.09.028. Epub 2018 Dec 1.",J Adolesc Health,idconv HTTP 400
10.1177/0044118X20959241,Youth & Society,idconv HTTP 400
10.1080/08995605.2020.1786323,Military Psychology,idconv HTTP 400
10.1177/0044118X20959591,Youth & Society,idconv HTTP 400
10.1177/0022146520952769,J Health Soc Behav,idconv HTTP 400
10.1037/hea0001027,Health Psychol,idconv HTTP 400
10.1093/sleep/zsaa201,Sleep,idconv HTTP 400
10.1111/pere.12338,Personal Relationships,idconv HTTP 400
10.1007/s12110-006-1017-8,Human Nature,idconv HTTP 400
10.1016/j.socscimed.2020.113397,Social Science & Medicine,idconv HTTP 400
10.1080/01639625.2020.1821259,Deviant Behavior,idconv HTTP 400
10.1080/10810730600830005,Journal of Health Communication,idconv HTTP 400
10.1001/jamapediatrics.2020.0883,JAMA Pediatrics,idconv HTTP 400
10.1016/j.jadohealth.2019.08.020,Journal of Adolescent Health,idconv HTTP 400
10.1002/eat.23094,International Journal of Eating Disorders,idconv HTTP 400
10.1001/jamaneurol.2019.1663,JAMA Neurology,idconv HTTP 400
10.1177/0192513X20957044,Journal of Family Issues,idconv HTTP 400
10.1016/j.childyouth.2020.105214,Children and Youth Services Review,idconv HTTP 400
10.1177/0731121420956378,Sociological Perspectives,idconv HTTP 400
10.1177/2156869320959396,Society and Mental Health,idconv HTTP 400
10.1002/nur.20146,Research in Nursing and Health,idconv HTTP 400
10.1016/j.ssresearch.2020.102465,Soc Sci Res,idconv HTTP 400
10.1111/jomf.12728,Journal of Marriage and Family,idconv HTTP 400
10.1016/j.jadohealth.2020.06.034,Journal of Adolescent Health,idconv HTTP 400
10.1007/s13524-019-00830-1,Demography,idconv HTTP 400
10.1080/09645292.2016.1143452,Education Economics,idconv HTTP 400
10.1016/j.annepidem.2020.06.002,Annals of Epidemiology,idconv HTTP 400
10.1177/0192513x19898515,Journal of Family Issues,idconv HTTP 400
10.1016/j.adolescence.2020.05.006,J Adolesc,idconv HTTP 400
10.1016/j.ehb.2020.100895,Economics & Human Biology,idconv HTTP 400
10.1016/j.jpain.2019.06.007,The Journal of Pain,idconv HTTP 400
10.1111/j.1931-2393.2006.tb00288.x,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1016/j.soscij.2018.11.009,The Social Science Journal,idconv HTTP 400
10.1016/j.jadohealth.2020.02.002,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.jadohealth.2020.06.039,Journal of Adolescent Health,idconv HTTP 400
10.1016/j.socscimed.2020.113282,Soc Sci Med,idconv HTTP 400
10.1177/2329496520921844,Social Currents,idconv HTTP 400
10.1111/socf.12642,Sociological Forum,idconv HTTP 400
10.1016/j.healthplace.2020.102425,Health & Place,idconv HTTP 400
10.1177/0044118X18808116,Youth & Society,idconv HTTP 400
10.1177/0192513x20946350,Journal of Family Issues,idconv HTTP 400
10.1101/419010,bioRxiv,idconv HTTP 400
10.1037/tra0000910,Psychol Trauma,idconv HTTP 400
10.1177/0899764020950835,Nonprofit and Voluntary Sector Quarterly,idconv HTTP 400
10.1002/eat.23334,International Journal of Eating Disorders,idconv HTTP 400
10.5929/2020.10.1.1,"Administrative Issues Journal: Connecting Education, Practice, and Research",idconv HTTP 400
10.1016/j.addbeh.2020.106571,Addictive Behaviors,idconv HTTP 400
10.1177/0192513x20941906,Journal of Family Issues,idconv HTTP 400
10.1093/socrel/67.3.313,Sociology of Religion,idconv HTTP 400
10.3149/fth.0402.137,Fathering,idconv HTTP 400
10.1016/j.ssresearch.2020.102444,Social Science Research,idconv HTTP 400
10.1016/j.annepidem.2020.07.003,Annals of Epidemiology,idconv HTTP 400
10.1037/fam0000786,J Fam Psychol,idconv HTTP 400
10.1080/1369183X.2020.1788927,Journal of Ethnic and Migration Studies,idconv HTTP 400
10.1111/famp.12556,Family Process,idconv HTTP 400
10.1007/s10826-020-01780-8,Journal of Child and Family Studies,idconv HTTP 400
10.1007/s10826-020-01775-5,Journal of Child and Family Studies,idconv HTTP 400
10.1177/2156869320929386,Society and Mental Health,idconv HTTP 400
10.1080/01639625.2020.1774241,Deviant Behavior,idconv HTTP 400
10.1515/ijamh-2020-0001,Int J Adolesc Med Health,idconv HTTP 400
10.1086/709425,American Journal of Sociology,idconv HTTP 400
10.1080/14659891.2019.1642404,Journal of Substance Use,idconv HTTP 400
"10.1097/olq.0000000000001232
10.1097/OLQ.0000000000001232",Sex Transm Dis,idconv HTTP 400
10.1177/0022146520936208,J Health Soc Behav,idconv HTTP 400
"10.1037/fam0000442
10.1037/fam0000442. PMID: 29939042",Journal of Family Psychology,idconv HTTP 400
10.1542/peds.107.3.485,Pediatrics,idconv HTTP 400
10.1111/j.1931-2393.2006.tb00056.x,Perspectives on Sexual and Reproductive Health,idconv HTTP 400
10.1017/s1368980020001536,Public Health Nutr,idconv HTTP 400
10.1016/j.ssmph.2020.100620,SSM - Population Health,idconv HTTP 400
10.1016/j.jhealeco.2020.102349,Journal of Health Economics,idconv HTTP 400
10.1108/BIJ-01-2020-0028,Benchmarking,idconv HTTP 400
10.1161/hypertensionaha.120.14882,Hypertension,idconv HTTP 400
10.3389/feduc.2020.00030,Front Educ (Lausanne),idconv HTTP 400
10.1097/01.olq.0000194584.80513.4a,Sexually Transmitted Diseases,idconv HTTP 400
10.1177/0022146515627848,Journal of Health and Social Behavior,idconv HTTP 400
10.1353/dem.2007.0031,Demography,idconv HTTP 400
10.1177/002214650704800305,Journal of Health and Social Behavior,idconv HTTP 400
10.1111/j.1540-6237.2007.00516.x,Social Science Quarterly,idconv HTTP 400
10.1037/0012-1649.43.6.1295,Developmental Psychology,idconv HTTP 400
10.1016/j.ssresearch.2005.11.002,Social Science Research,idconv HTTP 400
10.1002/eat.20383,International Journal of Eating Disorders,idconv HTTP 400
10.1111/j.1744-6155.2007.00101.x,Journal of Specialists in Pediatric Nursing,idconv HTTP 400
10.1007/s10964-006-9152-4,Journal of Youth and Adolescence,idconv HTTP 400
10.1177/01461672012712003,Personality and Social Psychology Bulletin,idconv HTTP 400
10.1257/aer.97.2.80,American Economic Review,idconv HTTP 400
10.1111/j.1475-682X.2007.00207.x,Sociological Inquiry,idconv HTTP 400
10.1177/0306624X07304157,International Journal of Offender Therapy and Comparative Criminology,idconv HTTP 400
10.1186/1744-9081-3-30,Behavioral and Brain Functions,idconv HTTP 400
10.1002/eat.20374,International Journal of Eating Disorders,idconv HTTP 400
10.1007/s10964-006-9120-z,Journal of Youth and Adolescence,idconv HTTP 400
10.1186/1479-5868-4-26,International Journal of Behavioral Nutrition and Physical Activity,idconv HTTP 400
10.2105/AJPH.2005.068437,American Journal of Public Health,idconv HTTP 400
10.1016/S1054-139X(00)00213-5,Journal of Adolescent Health,idconv HTTP 400
10.1007/s10940-006-9022-y,Journal of Quantitative Criminology,idconv HTTP 400
10.1111/j.1745-9125.2007.00091.x,Criminology,idconv HTTP 400
10.1016/j.jadohealth.2006.10.003,Journal of Adolescent Health,idconv HTTP 400
10.2105/AJPH.2006.095943,American Journal of Public Health,idconv HTTP 400
10.1016/j.econedurev.2006.10.003,Economics of Education Review,idconv HTTP 400
10.1177/0730888406295394,Work and Occupations,idconv HTTP 400
10.1016/j.ssresearch.2005.10.001,Social Science Research,idconv HTTP 400
10.1007/s10943-020-01051-2,J Relig Health,idconv HTTP 400
10.1177/0192513x20927766,Journal of Family Issues,idconv HTTP 400
10.1080/03630242.2018.1500416,Women & Health,idconv HTTP 400
10.1007/s12103-020-09542-4,American Journal of Criminal Justice,idconv HTTP 400
10.1177/0022146520920599,Journal of Health and Social Behavior,idconv HTTP 400
10.1111/j.1747-7379.2007.00062.x,International Migration Review,idconv HTTP 400
10.1177/1077801219850343,Violence Against Women,idconv HTTP 400
"10.1080/13557858.2018.1439897
10.1080/13557858.2018.1439897.",Ethnicity & Health,idconv HTTP 400
10.1080/00036846.2020.1761537,Applied Economics,idconv HTTP 400
10.1080/01639625.2020.1771128,Deviant Behavior,idconv HTTP 400
10.1177/0044118X18764526,Youth and Society,idconv HTTP 400
10.1007/s40865-020-00143-7,Journal of Developmental and Life-Course Criminology,idconv HTTP 400
10.1111/socf.12501,Sociological Forum,idconv HTTP 400
10.1111/j.1741-3737.2007.00442.x,Journal of Marriage and Family,idconv HTTP 400
10.1007/s10964-019-01078-z,J Youth Adolesc,idconv HTTP 400
10.1016/S0140-6736(19)30765-2,The Lancet,idconv HTTP 400
10.1016/j.rssm.2019.100411,Research in Social Stratification and Mobility,idconv HTTP 400
10.1007/s11113-019-09521-6,Population Research and Policy Review,idconv HTTP 400
10.1177/0306624x19845781,International Journal of Offender Therapy and Comparative Criminology,idconv HTTP 400
"10.1007/s10597-019-00463-z
10.1007/s10597-019-00463-z.",Community Ment Health J,idconv HTTP 400
10.1016/j.adolescence.2018.05.010,Journal of Adolescence,idconv HTTP 400
